DatasetName,MonitoringLocationID,MonitoringLocationName,MonitoringLocationLatitude,MonitoringLocationLongitude,MonitoringLocationHorizontalCoordinateReferenceSystem,MonitoringLocationHorizontalAccuracyMeasure,MonitoringLocationHorizontalAccuracyUnit,MonitoringLocationVerticalMeasure,MonitoringLocationVerticalUnit,MonitoringLocationType,ActivityType,ActivityMediaName,ActivityStartDate,ActivityStartTime,ActivityStartTimeZone,ActivityEndDate,ActivityEndTime,ActivityEndTimeZone,ActivityDepthHeightMeasure,ActivityDepthHeightUnit,SampleCollectionEquipmentName,CharacteristicName,MethodSpeciation,ResultSampleFraction,ResultValue,ResultUnit,ResultValueType,ResultDetectionCondition,ResultDetectionQuantitationLimitMeasure,ResultDetectionQuantitationLimitUnit,ResultDetectionQuantitationLimitType,ResultStatusID,ResultComment,ResultAnalyticalMethodID,ResultAnalyticalMethodContext,ResultAnalyticalMethodName,AnalysisStartDate,AnalysisStartTime,AnalysisStartTimeZone,LaboratoryName,LaboratorySampleID
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Sample-Integrated Vertical Profile,Surface Water,2022-09-12,,,2022-09-12,,,-20,m,Van Dorn Bottle,Chloride,,Dissolved,110,mg/L,Actual,,,,,,,4110B,APHA,,,,,Nova Scotia Health Authority,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Sample-Integrated Vertical Profile,Surface Water,2022-09-12,,,2022-09-12,,,-20,m,Van Dorn Bottle,Bicarbonate,as CaCO3,,42.94,mg/L,Calculated,,,,,,,,,Calculated,,,,Nova Scotia Health Authority,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2022-09-12,,,2022-09-12,,,-8,m,Probe/Sensor,Total dissolved solids,,,352.2,mg/L,Actual,,,,,,,,YSI,,,,,,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2022-09-12,,,2022-09-12,,,-3,m,Probe/Sensor,Dissolved oxygen (DO),,,7.11,mg/L,Actual,,,,,,,,YSI,,,,,,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Sample-Integrated Vertical Profile,Surface Water,2022-09-12,,,2022-09-12,,,-20,m,Van Dorn Bottle,Zinc,,Dissolved,6,ug/L,Actual,,5,ug/L,Reporting Limit,,,"3010,3020,3030,and 3125",APHA,ICP-MS,,,,Nova Scotia Health Authority,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Sample-Integrated Vertical Profile,Surface Water,2022-09-12,,,2022-09-12,,,-0.4,m,Van Dorn Bottle,Sum of cations,,,4.61,meq/L,Calculated,,,,,,,,,Calculated,,,,Nova Scotia Health Authority,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2022-09-12,,,2022-09-12,,,-13,m,Probe/Sensor,Conductivity,,,372.1,uS/cm,Actual,,,,,,,,YSI,,,,,,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2022-09-12,,,2022-09-12,,,-1,m,Probe/Sensor,"Temperature, water",,,22.1,deg C,Actual,,,,,,,,YSI,,,,,,
Friends of First Lake Water Quality Monitoring Data,FLOL-1,First Lake,44.76804,-63.64878,WGS84,,,,,Lake/Pond,Sample-Integrated Vertical Profile,Surface Water,2022-09-12,,,2022-09-12,,,-0.4,m,Van Dorn Bottle,Langelier Saturation Index,,,-0.7,None,Calculated,,,,,,,,,Calculated,,,,Nova Scotia Health Authority,
Friends of First Lake Water Quality Monitoring Data,FLOL-1,First Lake,44.76804,-63.64878,WGS84,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2022-09-12,,,2022-09-12,,,-0.4,m,Probe/Sensor,Total dissolved solids,,,350.6,mg/L,Actual,,,,,,,,YSI,,,,,,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2022-09-12,,,2022-09-12,,,-0.4,m,Probe/Sensor,pH,,,7.62,None,Actual,,,,,,,,YSI,,,,,,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2022-09-12,,,2022-09-12,,,-0.4,m,Probe/Sensor,Specific conductance,,,534,uS/cm,Actual,,,,,,,,YSI,,,,,,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Sample-Integrated Vertical Profile,Surface Water,2022-09-12,,,2022-09-12,,,-20,m,Van Dorn Bottle,Langelier Saturation Index,,,-1,None,Calculated,,,,,,,,,Calculated,,,,Nova Scotia Health Authority,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2022-09-12,,,2022-09-12,,,-20,m,Probe/Sensor,Dissolved oxygen (DO),,,0.02,mg/L,Actual,,,,,,,,YSI,,,,,,
Friends of First Lake Water Quality Monitoring Data,FLOL-1,First Lake,44.76804,-63.64878,WGS84,,,,,Lake/Pond,Sample-Integrated Vertical Profile,Surface Water,2022-09-12,,,2022-09-12,,,-0.4,m,Van Dorn Bottle,Sulfate,,Dissolved,12,mg/L,Actual,,,,,,,4110B,APHA,,,,,Nova Scotia Health Authority,
Friends of First Lake Water Quality Monitoring Data,FLOL-1,First Lake,44.76804,-63.64878,WGS84,,,,,Lake/Pond,Sample-Integrated Vertical Profile,Surface Water,2022-09-12,,,2022-09-12,,,-0.4,m,Van Dorn Bottle,Conductivity,,,538,uS/cm,Actual,,,,,,,2510B,APHA,,,,,Nova Scotia Health Authority,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Sample-Integrated Vertical Profile,Surface Water,2022-09-12,,,2022-09-12,,,-0.4,m,Van Dorn Bottle,Langelier Saturation Index,,,-1.1,None,Calculated,,,,,,,,,Calculated,,,,Nova Scotia Health Authority,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Sample-Integrated Vertical Profile,Surface Water,2022-09-12,,,2022-09-12,,,-20,m,Van Dorn Bottle,"Total Nitrogen, mixed forms",as N,Unfiltered,0.9,mg/L,Actual,,,,,,,4500N,APHA,,,,,Nova Scotia Health Authority,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Sample-Integrated Vertical Profile,Surface Water,2022-09-12,,,2022-09-12,,,-6.2,m,Van Dorn Bottle,Chloride,,Dissolved,110,mg/L,Actual,,,,,,,4110B,APHA,,,,,Nova Scotia Health Authority,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2022-09-12,,,2022-09-12,,,-0.4,m,Probe/Sensor,Dissolved oxygen saturation,,,84,%,Actual,,,,,,,,YSI,,,,,,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2022-09-12,,,2022-09-12,,,-6,m,Probe/Sensor,Dissolved oxygen (DO),,,6.57,mg/L,Actual,,,,,,,,YSI,,,,,,
Friends of First Lake Water Quality Monitoring Data,FLOL-1,First Lake,44.76804,-63.64878,WGS84,,,,,Lake/Pond,Sample-Integrated Vertical Profile,Surface Water,2022-09-12,,,2022-09-12,,,-0.4,m,Van Dorn Bottle,Aluminum,,Dissolved,14,ug/L,Actual,,,,,,,"3010,3020,3030,and 3125",APHA,ICP-MS,,,,Nova Scotia Health Authority,
Friends of First Lake Water Quality Monitoring Data,FLOL-1,First Lake,44.76804,-63.64878,WGS84,,,,,Lake/Pond,Sample-Integrated Vertical Profile,Surface Water,2022-09-12,,,2022-09-12,,,-0.4,m,Van Dorn Bottle,"Hardness, carbonate",as CaCO3,Dissolved,46.6,mg/L,Actual,,,,,,,2340B,APHA,,,,,Nova Scotia Health Authority,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2022-09-12,,,2022-09-12,,,-8,m,Probe/Sensor,Dissolved oxygen saturation,,,7.4,%,Actual,,,,,,,,YSI,,,,,,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2022-09-12,,,2022-09-12,,,-8,m,Probe/Sensor,pH,,,6.54,None,Actual,,,,,,,,YSI,,,,,,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Sample-Integrated Vertical Profile,Surface Water,2022-09-12,,,2022-09-12,,,-0.4,m,Van Dorn Bottle,Strontium,,Dissolved,46,ug/L,Actual,,,,,,,"3010,3020,3030,and 3125",APHA,ICP-MS,,,,Nova Scotia Health Authority,
Friends of First Lake Water Quality Monitoring Data,FLOL-1,First Lake,44.76804,-63.64878,WGS84,,,,,Lake/Pond,Sample-Integrated Vertical Profile,Surface Water,2022-09-12,,,2022-09-12,,,-0.4,m,Van Dorn Bottle,True color,,,6,TCU,Actual,,5,TCU,Reporting Limit,,,2120C,APHA,,,,,Nova Scotia Health Authority,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Sample-Integrated Vertical Profile,Surface Water,2022-09-12,,,2022-09-12,,,-0.4,m,Van Dorn Bottle,Manganese,,Dissolved,35,ug/L,Actual,,,,,,,"3010,3020,3030,and 3125",APHA,ICP-MS,,,,Nova Scotia Health Authority,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2022-09-12,,,2022-09-12,,,-4,m,Probe/Sensor,Dissolved oxygen (DO),,,7.37,mg/L,Actual,,,,,,,,YSI,,,,,,
Friends of First Lake Water Quality Monitoring Data,FLOL-1,First Lake,44.76804,-63.64878,WGS84,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2022-09-12,,,2022-09-12,,,-0.4,m,Probe/Sensor,Specific conductance,,,540,uS/cm,Actual,,,,,,,,YSI,,,,,,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Sample-Integrated Vertical Profile,Surface Water,2022-09-12,,,2022-09-12,,,-0.4,m,Van Dorn Bottle,Sulfate,,Total,0.25,meq/L,Calculated,,,,,,,,,Calculated,,,,Nova Scotia Health Authority,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Sample-Integrated Vertical Profile,Surface Water,2022-09-12,,,2022-09-12,,,-20,m,Van Dorn Bottle,"pH, saturated",,,9.1,None,Calculated,,,,,,,,,Calculated,,,,Nova Scotia Health Authority,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Sample-Integrated Vertical Profile,Surface Water,2022-09-12,,,2022-09-12,,,-0.4,m,Van Dorn Bottle,"pH, lab",,,7.9,None,Actual,,,,,,,4500 H+B,APHA,,,,,Nova Scotia Health Authority,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Sample-Integrated Vertical Profile,Surface Water,2022-09-12,,,2022-09-12,,,-6.2,m,Van Dorn Bottle,Conductivity,,,508,uS/cm,Calculated,,,,,,,,,Calculated,,,,Nova Scotia Health Authority,
Friends of First Lake Water Quality Monitoring Data,FLOL-1,First Lake,44.76804,-63.64878,WGS84,,,,,Lake/Pond,Sample-Integrated Vertical Profile,Surface Water,2022-09-12,,,2022-09-12,,,-0.4,m,Van Dorn Bottle,Sulfate,,Total,0.25,meq/L,Calculated,,,,,,,,,Calculated,,,,Nova Scotia Health Authority,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Sample-Integrated Vertical Profile,Surface Water,2022-09-12,,,2022-09-12,,,-6.2,m,Van Dorn Bottle,Aluminum,,Dissolved,20,ug/L,Actual,,,,,,,"3010,3020,3030,and 3125",APHA,ICP-MS,,,,Nova Scotia Health Authority,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Sample-Integrated Vertical Profile,Surface Water,2022-09-12,,,2022-09-12,,,-20,m,Van Dorn Bottle,Langelier Saturation Index,,,-1.2,None,Calculated,,,,,,,,,Calculated,,,,Nova Scotia Health Authority,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Sample-Integrated Vertical Profile,Surface Water,2022-09-12,,,2022-09-12,,,-0.4,m,Van Dorn Bottle,Chloride,,Dissolved,110,mg/L,Actual,,,,,,,4110B,APHA,,,,,Nova Scotia Health Authority,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Sample-Integrated Vertical Profile,Surface Water,2022-09-12,,,2022-09-12,,,-0.4,m,Van Dorn Bottle,"Total Nitrogen, mixed forms",as N,Unfiltered,0.16,mg/L,Actual,,,,,,,4500N,APHA,,,,,Nova Scotia Health Authority,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2022-09-12,,,2022-09-12,,,-0.4,m,Probe/Sensor,Conductivity,,,507,uS/cm,Actual,,,,,,,,YSI,,,,,,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2022-09-12,,,2022-09-12,,,-15,m,Probe/Sensor,Total dissolved solids,,,355.5,mg/L,Actual,,,,,,,,YSI,,,,,,
Friends of First Lake Water Quality Monitoring Data,FLOL-1,First Lake,44.76804,-63.64878,WGS84,,,,,Lake/Pond,Sample-Integrated Vertical Profile,Surface Water,2022-09-12,,,2022-09-12,,,-0.4,m,Van Dorn Bottle,Magnesium,,Dissolved,2,mg/L,Actual,,,,,,,"3010,3020,3030,and 3125",APHA,ICP-MS,,,,Nova Scotia Health Authority,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Sample-Integrated Vertical Profile,Surface Water,2022-09-12,,,2022-09-12,,,-0.4,m,Van Dorn Bottle,"pH, saturated",,,9.3,None,Calculated,,,,,,,,,Calculated,,,,Nova Scotia Health Authority,
Friends of First Lake Water Quality Monitoring Data,FLOL-1,First Lake,44.76804,-63.64878,WGS84,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2022-09-12,,,2022-09-12,,,-0.4,m,Probe/Sensor,Conductivity,,,522,uS/cm,Actual,,,,,,,,YSI,,,,,,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2022-09-12,,,2022-09-12,,,-20,m,Probe/Sensor,Salinity,,,0.27,ppth,Actual,,,,,,,,YSI,,,,,,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Sample-Integrated Vertical Profile,Surface Water,2022-09-12,,,2022-09-12,,,-7.5,m,Van Dorn Bottle,Strontium,,Dissolved,48,ug/L,Actual,,,,,,,"3010,3020,3030,and 3125",APHA,ICP-MS,,,,Nova Scotia Health Authority,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Sample-Integrated Vertical Profile,Surface Water,2022-09-12,,,2022-09-12,,,-7.5,m,Van Dorn Bottle,Sum of anions,,,3.98,meq/L,Calculated,,,,,,,,,Calculated,,,,Nova Scotia Health Authority,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2022-09-12,,,2022-09-12,,,-20,m,Probe/Sensor,Specific conductance,,,555,uS/cm,Actual,,,,,,,,YSI,,,,,,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2022-09-12,,,2022-09-12,,,-3,m,Probe/Sensor,Salinity,,,0.26,ppth,Actual,,,,,,,,YSI,,,,,,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Sample-Integrated Vertical Profile,Surface Water,2022-09-12,,,2022-09-12,,,-7.5,m,Van Dorn Bottle,"Total Nitrogen, mixed forms",as N,Unfiltered,0.23,mg/L,Actual,,,,,,,4500N,APHA,,,,,Nova Scotia Health Authority,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2022-09-12,,,2022-09-12,,,-13,m,Probe/Sensor,Dissolved oxygen (DO),,,0.11,mg/L,Actual,,,,,,,,YSI,,,,,,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Sample-Integrated Vertical Profile,Surface Water,2022-09-12,,,2022-09-12,,,-20,m,Van Dorn Bottle,Aluminum,,Dissolved,10,ug/L,Actual,,,,,,,"3010,3020,3030,and 3125",APHA,ICP-MS,,,,Nova Scotia Health Authority,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2022-09-12,,,2022-09-12,,,-8,m,Probe/Sensor,Dissolved oxygen (DO),,,0.61,mg/L,Actual,,,,,,,,YSI,,,,,,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Sample-Integrated Vertical Profile,Surface Water,2022-09-12,,,2022-09-12,,,-20,m,Van Dorn Bottle,Sodium,,Dissolved,85,mg/L,Actual,,,,,,,"3010,3020,3030,and 3125",APHA,ICP-MS,,,,Nova Scotia Health Authority,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2022-09-12,,,2022-09-12,,,-7,m,Probe/Sensor,Salinity,,,0.26,ppth,Actual,,,,,,,,YSI,,,,,,
Friends of First Lake Water Quality Monitoring Data,FLEC-1,First Lake,44.76979,-63.67092,WGS84,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2022-09-12,,,2022-09-12,,,-0.4,m,Probe/Sensor,Total dissolved solids,,,346.7,mg/L,Actual,,,,,,,,YSI,,,,,,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2022-09-12,,,2022-09-12,,,-2,m,Probe/Sensor,Dissolved oxygen (DO),,,7.4,mg/L,Actual,,,,,,,,YSI,,,,,,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2022-09-12,,,2022-09-12,,,-5,m,Probe/Sensor,Dissolved oxygen saturation,,,78.5,%,Actual,,,,,,,,YSI,,,,,,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Sample-Integrated Vertical Profile,Surface Water,2022-09-12,,,2022-09-12,,,-6.2,m,Van Dorn Bottle,"pH, lab",,,7.8,None,Actual,,,,,,,4500 H+B,APHA,,,,,Nova Scotia Health Authority,
Friends of First Lake Water Quality Monitoring Data,FLOL-1,First Lake,44.76804,-63.64878,WGS84,,,,,Lake/Pond,Sample-Integrated Vertical Profile,Surface Water,2022-09-12,,,2022-09-12,,,-0.4,m,Van Dorn Bottle,"Alkalinity, carbonate",,,0.61,meq/L,Calculated,,,,,,,,,Calculated,,,,Nova Scotia Health Authority,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Sample-Integrated Vertical Profile,Surface Water,2022-09-12,,,2022-09-12,,,-7.5,m,Van Dorn Bottle,"Alkalinity, carbonate",,,0.63,meq/L,Calculated,,,,,,,,,Calculated,,,,Nova Scotia Health Authority,
Friends of First Lake Water Quality Monitoring Data,FLOL-1,First Lake,44.76804,-63.64878,WGS84,,,,,Lake/Pond,Sample-Integrated Vertical Profile,Surface Water,2022-09-12,,,2022-09-12,,,-0.4,m,Van Dorn Bottle,Sum of cations,,,4.66,meq/L,Calculated,,,,,,,,,Calculated,,,,Nova Scotia Health Authority,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Sample-Integrated Vertical Profile,Surface Water,2022-09-12,,,2022-09-12,,,-20,m,Van Dorn Bottle,Conductivity,,,559,uS/cm,Actual,,,,,,,2510B,APHA,,,,,Nova Scotia Health Authority,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Sample-Integrated Vertical Profile,Surface Water,2022-09-12,,,2022-09-12,,,-7.5,m,Van Dorn Bottle,Langelier Saturation Index,,,-0.8,None,Calculated,,,,,,,,,Calculated,,,,Nova Scotia Health Authority,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Sample-Integrated Vertical Profile,Surface Water,2022-09-12,,,2022-09-12,,,-20,m,Van Dorn Bottle,"Alkalinity, carbonate",as CaCO3,,43.3,mg/L,Actual,,,,,,,2320B,APHA,,,,,Nova Scotia Health Authority,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Sample-Integrated Vertical Profile,Surface Water,2022-09-12,,,2022-09-12,,,-7.5,m,Van Dorn Bottle,Langelier Saturation Index,,,-1.2,None,Calculated,,,,,,,,,Calculated,,,,Nova Scotia Health Authority,
Friends of First Lake Water Quality Monitoring Data,FLEC-1,First Lake,44.76979,-63.67092,WGS84,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2022-09-12,,,2022-09-12,,,-0.4,m,Probe/Sensor,Conductivity,,,511,uS/cm,Actual,,,,,,,,YSI,,,,,,
Friends of First Lake Water Quality Monitoring Data,FLEC-1,First Lake,44.76979,-63.67092,WGS84,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2022-09-12,,,2022-09-12,,,-0.4,m,Probe/Sensor,"Temperature, water",,,23.1,deg C,Actual,,,,,,,,YSI,,,,,,
Friends of First Lake Water Quality Monitoring Data,FLOL-1,First Lake,44.76804,-63.64878,WGS84,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2022-09-12,,,2022-09-12,,,-0.4,m,Probe/Sensor,"Temperature, water",,,23.4,deg C,Actual,,,,,,,,YSI,,,,,,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2022-09-12,,,2022-09-12,,,-13,m,Probe/Sensor,pH,,,6.59,None,Actual,,,,,,,,YSI,,,,,,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Sample-Integrated Vertical Profile,Surface Water,2022-09-12,,,2022-09-12,,,-6.2,m,Van Dorn Bottle,Pheophytin,,Total,1.06,ug/L,Actual,,,,,,,445,USEPA,,,,,Nova Scotia Health Authority,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Sample-Integrated Vertical Profile,Surface Water,2022-09-12,,,2022-09-12,,,-6.2,m,Van Dorn Bottle,Strontium,,Dissolved,47,ug/L,Actual,,,,,,,"3010,3020,3030,and 3125",APHA,ICP-MS,,,,Nova Scotia Health Authority,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2022-09-12,,,2022-09-12,,,-15,m,Probe/Sensor,Specific conductance,,,547,uS/cm,Actual,,,,,,,,YSI,,,,,,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2022-09-12,,,2022-09-12,,,-20,m,Probe/Sensor,pH,,,6.84,None,Actual,,,,,,,,YSI,,,,,,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2022-09-12,,,2022-09-12,,,-21,m,Probe/Sensor,pH,,,6.92,None,Actual,,,,,,,,YSI,,,,,,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Sample-Integrated Vertical Profile,Surface Water,2022-09-12,,,2022-09-12,,,-0.4,m,Van Dorn Bottle,Barium,,Dissolved,25,ug/L,Actual,,,,,,,"3010,3020,3030,and 3125",APHA,ICP-MS,,,,Nova Scotia Health Authority,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Sample-Integrated Vertical Profile,Surface Water,2022-09-12,,,2022-09-12,,,-7.5,m,Van Dorn Bottle,"pH, lab",,,7.8,None,Actual,,,,,,,4500 H+B,APHA,,,,,Nova Scotia Health Authority,
Friends of First Lake Water Quality Monitoring Data,FLOL-1,First Lake,44.76804,-63.64878,WGS84,,,,,Lake/Pond,Sample-Integrated Vertical Profile,Surface Water,2022-09-12,,,2022-09-12,,,-0.4,m,Van Dorn Bottle,Langelier Saturation Index,,,-1.4,None,Calculated,,,,,,,,,Calculated,,,,Nova Scotia Health Authority,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Sample-Integrated Vertical Profile,Surface Water,2022-09-12,,,2022-09-12,,,-20,m,Van Dorn Bottle,"Hardness, carbonate",as CaCO3,Dissolved,47.5,mg/L,Actual,,,,,,,2340B,APHA,,,,,Nova Scotia Health Authority,
